31,28,1,1,4,,,,,,,,,,,,,,,,,,,,,,,
1,15,r,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,p,,,,,,,,,,,,,,,,,,,,,,,,,
14,18,b,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,o,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,3,2,2,2,2,3,2,2,2,2,2,3,1,1,3,2,2,2,2,2,3,2,2,2,2,3,1
1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1
1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1
1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1
1,3,2,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,2,2,3,1
1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1
1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1
1,3,2,2,2,2,3,1,1,3,2,2,3,1,1,3,2,2,3,1,1,3,2,2,2,2,3,1
1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1
4,4,4,4,4,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,4,4,4,4,4
4,4,4,4,4,1,2,1,1,3,2,2,3,2,2,3,2,2,3,1,1,2,1,4,4,4,4,4
4,4,4,4,4,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,4,4,4,4,4
1,1,1,1,1,1,2,1,1,2,1,4,4,4,4,4,4,1,2,1,1,2,1,1,1,1,1,1
4,4,4,4,4,1,3,2,2,3,1,4,4,4,4,4,4,1,3,2,2,3,1,4,4,4,4,4
1,1,1,1,1,1,2,1,1,2,1,4,4,4,4,4,4,1,2,1,1,2,1,1,1,1,1,1
4,4,4,4,4,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,4,4,4,4,4
4,4,4,4,4,1,2,1,1,3,2,2,2,2,2,2,2,2,3,1,1,2,1,4,4,4,4,4
4,4,4,4,4,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,4,4,4,4,4
1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1
1,3,2,2,2,2,3,2,2,3,2,2,3,1,1,3,2,2,3,2,2,3,2,2,2,2,3,1
1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1
1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1
1,3,2,3,1,1,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,1,1,3,2,3,1
1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1
1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1
1,2,2,3,2,2,3,1,1,3,2,2,3,1,1,3,2,2,3,1,1,3,2,2,3,2,3,1
1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1
1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1
1,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
